Player,Team,Pos,season,target,UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,UMAP_14,UMAP_15,UMAP_16,UMAP_17,UMAP_18,UMAP_19,UMAP_20,UMAP_21,UMAP_22,UMAP_23,UMAP_24,UMAP_25
Lavoy Allen,2TM,PF,2014,0,10.100144,5.7694473,8.465713,9.631214,2.0930018,9.609425,4.8556833,3.0547454,3.4153955,4.141622,3.3600166,5.6857934,5.5049534,6.6679263,5.981698,4.148595,9.324909,5.0753813,6.6497416,2.6276896,5.6968074,5.9423766,4.78357,5.58951,4.0875607
LeBron James,MIA,PF,2014,1,9.981424,5.4684467,4.653566,10.004203,2.2529528,10.249938,2.6821008,2.2354143,4.182484,4.5781083,3.745457,5.9656787,5.8212943,6.9177585,5.988596,4.489681,9.331337,5.1112223,6.669577,2.5201955,5.7123313,5.9172974,4.6579027,5.5511723,4.0492935
Leandro Barbosa,PHO,PG,2014,0,10.064219,5.8191886,8.851168,9.744082,2.176298,10.715209,3.232475,3.4440212,2.8198693,4.5761533,2.9751272,5.4942303,5.644651,6.482789,5.851727,4.200171,9.288693,5.238691,6.6243477,2.4798422,5.7125235,5.999377,4.562326,5.5358305,4.054134
Lorenzo Brown,PHI,PG,2014,0,10.1266365,5.934051,9.449868,9.678793,2.1399915,10.704177,3.740177,3.4469693,3.9904373,4.0962305,2.946495,5.492321,5.6257815,6.510509,6.0268073,4.074401,9.368855,5.236782,6.7256384,2.5749075,5.7000875,5.932493,4.6765437,5.5173454,4.0401964
Lou Amundson,2TM,PF,2014,0,10.14689,5.8703423,9.344644,9.582288,2.0724454,9.798005,4.963381,3.2824593,3.1506307,4.144107,3.2109842,5.591998,5.4885116,6.5912676,5.9475546,4.0975547,9.310472,5.130437,6.6521087,2.6067488,5.691534,5.9640636,4.7350106,5.581348,4.0870523
Lou Williams,ATL,PG,2014,0,10.004964,5.703444,7.5896425,9.851952,2.2251928,10.69521,2.6217484,3.1854024,3.1932828,4.6401715,3.136243,5.59209,5.730034,6.5734177,5.8710246,4.2872396,9.3031225,5.2217083,6.638552,2.464527,5.721586,5.987281,4.5700603,5.5334926,4.04319
Luc Mbah a Moute,2TM,PF,2014,0,10.080513,5.822599,8.768459,9.70015,2.1564176,10.234411,3.6304588,3.376357,3.3541424,4.311472,3.0970237,5.546397,5.598397,6.540343,5.9407773,4.145428,9.330775,5.163548,6.654665,2.554294,5.719492,5.9588394,4.6849785,5.5509253,4.0573893
Luis Scola,IND,PF,2014,0,10.055609,5.6685934,7.8396635,9.651963,2.0940328,9.505641,5.0315166,2.8433661,3.1573384,4.25835,3.466353,5.762066,5.484867,6.714315,5.964579,4.210794,9.306376,5.0304837,6.6104984,2.6340132,5.691125,5.9420447,4.790238,5.6040773,4.1003547
Luke Babbitt,NOP,PF,2014,0,10.090702,5.8490944,8.770808,9.724478,2.1707637,10.349746,3.3244224,3.4157937,3.6040728,4.276364,3.0753703,5.530223,5.6411643,6.539792,5.9534154,4.1406484,9.343334,5.1938047,6.6818237,2.5410376,5.7231393,5.9570913,4.672401,5.539288,4.0461807
Luke Ridnour,2TM,PG,2014,0,10.12704,5.9065895,8.953599,9.764613,2.17456,10.757639,3.0863843,3.435703,3.5813117,4.355984,3.0278568,5.5018287,5.7220607,6.541549,5.9059815,4.1718187,9.319999,5.302401,6.712821,2.4740212,5.706839,5.9924955,4.566119,5.5201206,4.0367694
Luol Deng,2TM,SF,2014,0,9.973835,5.575043,6.3168945,9.898394,2.2244208,10.385258,2.950847,2.7128406,3.6442063,4.5664744,3.427406,5.7704687,5.7408743,6.732796,5.9369397,4.362706,9.317742,5.153475,6.6503706,2.5103266,5.7101746,5.952609,4.6377254,5.5486603,4.052166
Maalik Wayns,LAC,PG,2014,0,10.19854,5.953332,9.902979,9.665941,2.048949,11.77117,5.5043397,2.988224,2.4991233,4.5524077,2.8749115,5.5318527,5.614523,6.535515,5.873082,4.2316236,9.208545,5.440178,6.695996,2.465112,5.573543,6.025746,4.3716865,5.4690537,4.0829277
Malcolm Thomas,2TM,PF,2014,0,10.179955,5.9249144,9.690564,9.626015,2.058159,10.725974,4.9820333,3.189426,2.8435864,4.340316,3.086512,5.567706,5.571964,6.581247,5.8809004,4.163227,9.262733,5.2928653,6.66667,2.5206835,5.646049,6.009359,4.5543966,5.5519214,4.0824
Manny Harris,LAL,SG,2014,0,10.263985,5.963636,8.326254,9.88857,2.082489,12.18288,4.3124456,2.4398248,4.234235,4.3601446,3.3039057,5.7580223,5.9471827,6.863298,5.909326,4.385471,9.249184,5.626226,6.859503,2.3644705,5.5557947,6.047284,4.2887573,5.477815,4.0403304
Manu Ginóbili,SAS,SG,2014,0,9.945429,5.5792584,7.3672175,9.84989,2.191527,11.202795,3.3747823,2.9000554,1.8282149,5.096828,3.1084723,5.64523,5.6631694,6.55964,5.740255,4.4147215,9.2059965,5.23419,6.5178995,2.418936,5.6776443,6.0359716,4.4416656,5.549543,4.078775
MarShon Brooks,3TM,SG,2014,0,10.110386,5.874825,9.100495,9.728072,2.1524692,10.759456,3.5177102,3.4046972,3.0552607,4.4605665,3.0039072,5.5064507,5.65813,6.5185585,5.8732524,4.182949,9.293045,5.2753983,6.663396,2.4827416,5.6969347,6.0008993,4.5581083,5.532347,4.0534086
Marc Gasol,MEM,C,2014,0,9.990275,5.512801,6.1423984,9.768428,2.1483827,9.186844,4.4716997,2.468145,3.8294928,4.2347803,3.7479315,5.916842,5.56661,6.8587866,6.024757,4.303932,9.338162,4.9676495,6.6352773,2.6501114,5.7067366,5.907204,4.8513436,5.6077075,4.0907893
Marcin Gortat,WAS,C,2014,0,9.996789,5.5052986,6.106856,9.781444,2.1338089,9.421747,4.6991487,2.338969,3.681227,4.3047557,3.7639422,5.9457045,5.583505,6.8868103,6.0029488,4.3435774,9.315458,5.0098925,6.6349235,2.6283102,5.683789,5.9225736,4.7980866,5.6043677,4.095726
Marco Belinelli,SAS,SF,2014,0,9.950907,5.580582,7.342657,9.850099,2.1869085,11.1933,3.433381,2.8665345,1.8785399,5.07384,3.129707,5.6585503,5.666482,6.5756125,5.748417,4.4168754,9.207426,5.237825,6.5255413,2.4221299,5.673379,6.03407,4.4437485,5.5495095,4.079217
Marcus Morris,PHO,SF,2014,0,9.961335,5.624466,7.4678197,9.808554,2.2088428,10.498582,3.090743,3.1109142,2.6729143,4.7354636,3.1529987,5.621252,5.632219,6.555647,5.8582478,4.2977343,9.286632,5.1337953,6.566898,2.5036507,5.722683,5.9768844,4.613529,5.556094,4.0642157
Marcus Thornton,2TM,SG,2014,0,10.03264,5.75243,8.054441,9.788304,2.2041733,10.441463,2.9328642,3.2963107,3.3602483,4.4720526,3.1157641,5.567596,5.6719284,6.553058,5.9155583,4.215911,9.32653,5.179622,6.6466765,2.5128388,5.7295475,5.9654274,4.641265,5.5408826,4.046212
Mario Chalmers,MIA,PG,2014,0,9.937601,5.563049,6.7355237,9.886182,2.2329605,10.603149,2.7741456,2.9177725,2.7816021,4.8259,3.261817,5.6847115,5.7079463,6.6237445,5.8400083,4.373904,9.276398,5.164929,6.5811834,2.466545,5.716613,5.9893,4.5698967,5.551374,4.0588775
Markieff Morris,PHO,PF,2014,0,10.010428,5.564897,6.7965784,9.731002,2.1261652,9.435333,4.706065,2.5880399,3.423849,4.309546,3.6221216,5.857659,5.5395994,6.798867,5.982159,4.286922,9.313408,5.0072536,6.61544,2.6298625,5.694294,5.9295454,4.7997804,5.6047797,4.096374
Marquis Teague,2TM,SG,2014,0,10.104465,5.8956995,9.671515,9.658828,2.1286745,10.802753,3.9290643,3.5195966,2.7809832,4.4446025,2.8799725,5.454209,5.5758805,6.443659,5.884228,4.1283326,9.293262,5.2454953,6.632573,2.5182495,5.6942625,5.9892645,4.580824,5.534529,4.062237
Marreese Speights,GSW,C,2014,0,10.072769,5.6902156,8.10172,9.642027,2.0733085,9.770619,5.2941427,2.8059573,2.914346,4.322754,3.426195,5.757099,5.4835505,6.7094593,5.9363685,4.2267666,9.28238,5.0750074,6.604443,2.6137564,5.6702747,5.959847,4.7354565,5.600277,4.105993
Martell Webster,WAS,SF,2014,0,10.006448,5.668073,7.462339,9.861107,2.2003474,10.999927,3.0443084,2.9858565,2.5910795,4.851632,3.1686897,5.63746,5.7267656,6.603711,5.7954383,4.3668613,9.2473135,5.26278,6.5981374,2.4231265,5.690922,6.022824,4.4814587,5.5415306,4.060228
Marvin Williams,UTA,PF,2014,0,10.105354,5.8373723,8.169472,9.792201,2.1764402,10.575287,3.2285,3.1399107,4.220531,4.1993136,3.1952639,5.6151567,5.7315826,6.6449738,5.999975,4.192589,9.357313,5.2503457,6.7429166,2.5285764,5.701542,5.947617,4.6470413,5.5238104,4.0352907
Mason Plumlee,BRK,C,2014,4,10.088276,5.7055407,7.9534616,9.648495,2.075426,9.619468,5.2723203,2.7533386,3.482529,4.140672,3.4936018,5.787228,5.5045834,6.7558427,6.0033603,4.2023816,9.316984,5.064506,6.65106,2.6433458,5.6731553,5.9339294,4.7883987,5.5959363,4.0976315
Matt Barnes,LAC,SF,2014,0,9.936417,5.5794163,7.1756377,9.830098,2.220016,10.534723,2.9906821,3.0535553,2.4868364,4.8397326,3.1705196,5.637381,5.6359954,6.557781,5.834476,4.332616,9.273987,5.124526,6.5432043,2.491756,5.7244267,5.982437,4.5963316,5.558708,4.0670276
Matt Bonner,SAS,PF,2014,0,10.005519,5.692462,8.325715,9.777625,2.1627033,11.118921,3.6177318,3.1491644,1.7666193,4.975268,3.010569,5.5660686,5.6253977,6.5046477,5.7393966,4.333733,9.209931,5.2542024,6.533794,2.4280624,5.6793184,6.0429525,4.451769,5.55006,4.0795393
Matthew Dellavedova,CLE,SG,2014,0,10.003035,5.796454,9.12137,9.689695,2.153411,11.285342,3.833641,3.3062468,3.5017524,4.3266726,2.7608407,5.4983306,5.5555487,6.427036,6.049498,4.1158304,9.3653145,5.17855,6.6378956,2.6098504,5.6878614,5.8982906,4.6710925,5.507184,4.047799
Maurice Harkless,ORL,SF,2014,0,10.12319,5.861761,8.415432,9.788883,2.165119,10.722491,3.3250878,3.17179,3.8955996,4.29124,3.164327,5.595551,5.7399907,6.632905,5.945938,4.209585,9.32777,5.293705,6.7343297,2.4923615,5.6907578,5.977856,4.587702,5.524011,4.039724
Melvin Ely,NOP,C,2014,0,10.17293,5.9364285,9.655368,9.615671,2.0905528,10.178839,4.4915357,3.4212577,3.1651485,4.2048173,3.1043594,5.5255566,5.55897,6.5512505,5.912971,4.099761,9.302711,5.2184067,6.6775737,2.550716,5.691193,5.987999,4.653101,5.559551,4.0720735
Metta World Peace,NYK,SF,2014,0,10.114497,5.856246,8.797895,9.760762,2.1600883,10.707718,3.3398616,3.3578763,2.8592412,4.562568,3.0830045,5.5319114,5.6935053,6.5543075,5.815918,4.2316275,9.268305,5.2940607,6.6558847,2.441394,5.698397,6.0303454,4.521477,5.542371,4.055914
Meyers Leonard,POR,C,2014,0,10.074445,5.7388263,8.694568,9.607898,2.0754268,9.891162,5.1773067,3.0376549,2.7234273,4.3417525,3.2636197,5.6672044,5.4543643,6.615722,5.925428,4.1767535,9.284829,5.080598,6.5887704,2.61338,5.680097,5.961117,4.727147,5.5924897,4.1024494
Michael Beasley,MIA,SF,2014,0,10.013817,5.710328,8.50163,9.739972,2.159925,10.705803,3.6570523,3.2799172,1.9059063,4.8542323,3.0403411,5.5492644,5.5871177,6.4954505,5.7566123,4.281676,9.228392,5.200102,6.53749,2.4582112,5.6997266,6.0339274,4.525002,5.564657,4.08105
Michael Carter-Williams,PHI,PG,2014,4,10.008163,5.650724,6.534265,9.920621,2.2346308,10.60609,2.6611025,2.7668903,4.331722,4.384713,3.384559,5.7448306,5.809049,6.7420907,6.0006857,4.323678,9.356119,5.212519,6.7250104,2.5102108,5.7085695,5.935845,4.6374526,5.5236425,4.0307326
Michael Kidd-Gilchrist,CHA,SF,2014,0,10.050284,5.6152263,7.175829,9.71478,2.0918345,9.785865,5.115561,2.5122564,3.3545716,4.306311,3.5928414,5.8621893,5.548248,6.815349,5.9711905,4.294961,9.293367,5.0756435,6.633073,2.6123357,5.6622763,5.9462814,4.74111,5.5972905,4.1009383
Mike Conley,MEM,PG,2014,0,9.928727,5.510498,5.68393,9.963391,2.2616255,10.550252,2.4416528,2.6320462,3.6863575,4.682389,3.4399257,5.790733,5.789818,6.7404113,5.9313264,4.4135795,9.319372,5.1567364,6.6427307,2.4894607,5.717933,5.949016,4.61149,5.5388813,4.0437
Mike Dunleavy,CHI,SF,2014,0,9.940787,5.5576463,6.5820622,9.882989,2.2330718,10.457575,2.8010523,2.8778582,3.0271604,4.745996,3.3111224,5.7076635,5.7033286,6.6480947,5.872721,4.3637333,9.292495,5.140084,6.5929475,2.489201,5.7209315,5.972858,4.608149,5.5538793,4.057996
Mike Harris,UTA,PF,2014,0,10.143259,5.879369,9.103351,9.632351,2.1030865,9.898394,4.4543185,3.2850754,3.6897056,4.0623,3.2101264,5.5928493,5.554297,6.608368,5.99377,4.096077,9.342917,5.1500998,6.695992,2.6030817,5.7010264,5.9462276,4.745899,5.563893,4.0682926
Mike James,CHI,PG,2014,0,10.174443,5.9923472,10.368702,9.619602,2.079919,11.223435,4.519062,3.4894462,2.6229956,4.438027,2.8093338,5.42732,5.58316,6.437937,5.8599586,4.117673,9.26393,5.350581,6.6575155,2.4917083,5.6545672,6.0147676,4.485743,5.5221972,4.0678687
Mike Miller,MEM,SF,2014,0,10.023471,5.7256036,8.055361,9.796425,2.1913307,10.6944475,3.1129286,3.2202168,2.7338166,4.6819034,3.0979748,5.5763617,5.6683555,6.5478587,5.8380527,4.274436,9.278148,5.214943,6.6055117,2.4698393,5.710347,6.001102,4.560632,5.5460067,4.058344
Mike Muscala,ATL,PF,2014,0,10.064067,5.800192,9.129908,9.608821,2.0953243,10.340625,4.8051505,3.1920373,3.370997,4.1660557,3.0469868,5.5900617,5.474411,6.5385566,6.03296,4.099035,9.34612,5.102588,6.6361685,2.6502397,5.685152,5.912032,4.758392,5.555775,4.0769715
Mike Scott,ATL,PF,2014,0,10.092104,5.7490854,7.931588,9.806147,2.1276221,11.044718,4.0887375,2.7785895,2.9429302,4.6244016,3.2651384,5.703151,5.713821,6.6988153,5.845327,4.345423,9.244497,5.3182583,6.659049,2.4502983,5.6425796,6.0217156,4.4793243,5.5419827,4.0713015
Miles Plumlee,PHO,C,2014,0,10.04391,5.599269,7.0763164,9.686949,2.0938194,9.295459,5.196081,2.5563211,3.5255585,4.184502,3.663254,5.875106,5.5069404,6.8256073,6.007372,4.2565117,9.317596,5.0004144,6.6322308,2.6569092,5.682894,5.9239116,4.8303823,5.612161,4.1036
Miroslav Raduljica,MIL,C,2014,0,10.126525,5.8552365,8.956879,9.630979,2.098414,9.960165,4.6254725,3.1788685,3.9293115,3.9909728,3.2169812,5.6244574,5.5416117,6.626719,6.0468984,4.09136,9.3619995,5.129052,6.70456,2.6363661,5.6935253,5.9201655,4.7796173,5.5598707,4.0678244
Mirza Teletović,BRK,SF,2014,0,10.043535,5.756608,8.227718,9.786406,2.1907399,10.60353,3.0760772,3.302115,2.769625,4.65176,3.0956204,5.55549,5.671129,6.5402336,5.828224,4.2567306,9.278569,5.220488,6.613566,2.4638157,5.7169743,6.007964,4.563086,5.5480676,4.0568724
Mo Williams,POR,PG,2014,0,9.983914,5.686189,7.7848825,9.823752,2.2197206,10.72837,2.762581,3.2422268,2.830877,4.7171874,3.064283,5.5657754,5.679236,6.5231156,5.8547864,4.278601,9.292555,5.194179,6.597802,2.4753935,5.7233214,5.986112,4.571809,5.5376573,4.050909
Monta Ellis,DAL,SG,2014,0,9.948146,5.547194,5.9084077,9.951724,2.2574847,10.527464,2.4544306,2.6840162,3.8722131,4.597851,3.4250264,5.775724,5.793444,6.7377124,5.9520383,4.3860297,9.33227,5.1649976,6.6636643,2.4974692,5.719276,5.943259,4.625074,5.535592,4.0395255
Mustafa Shakur,OKC,PG,2014,0,10.185018,6.013144,10.693419,9.597216,2.0467007,11.668325,4.9630466,3.387649,2.5299833,4.4534364,2.7351835,5.4315457,5.5696635,6.430531,5.87101,4.120716,9.253728,5.399105,6.656813,2.4960685,5.622814,6.0130672,4.4375315,5.5145626,4.072802
Nando De Colo,2TM,SF,2014,0,10.026002,5.7502174,8.834914,9.720961,2.1488745,10.969909,3.7947483,3.3013062,2.0253677,4.7971244,2.9407527,5.5194674,5.58001,6.463624,5.7945294,4.251586,9.240378,5.2275147,6.5528398,2.4738357,5.687103,6.0179954,4.513503,5.547234,4.076709
Nate Robinson,DEN,PG,2014,0,10.033719,5.768341,8.189875,9.792408,2.2072003,10.593677,2.8405573,3.3376038,3.3409185,4.4939156,3.0600467,5.543481,5.6824784,6.5303698,5.911383,4.2127037,9.325084,5.202695,6.649351,2.5024154,5.726939,5.9684606,4.6176744,5.532382,4.0426
Nate Wolters,MIL,PG,2014,0,10.114706,5.895666,8.9395895,9.712415,2.1540387,10.545,3.5901062,3.331564,4.287475,4.0502563,3.051826,5.545607,5.6536,6.5664144,6.0524244,4.097198,9.383353,5.2158046,6.7425213,2.5830045,5.7055893,5.9207335,4.7066464,5.520513,4.0364327
Nazr Mohammed,CHI,C,2014,0,10.1150465,5.8255663,9.260779,9.586199,2.0769265,9.891154,4.969083,3.2706819,2.7468817,4.289699,3.1811109,5.5887914,5.4673715,6.565074,5.9087353,4.1261225,9.288964,5.1165824,6.6096587,2.5950625,5.6914005,5.9744763,4.711185,5.5860953,4.0941763
Nemanja Nedović,GSW,SG,2014,0,10.110347,5.92665,10.296855,9.616107,2.0705357,11.757358,4.8047376,3.323644,2.6003869,4.481682,2.6873748,5.450957,5.5403533,6.408261,5.9185877,4.129885,9.276444,5.331,6.6260757,2.5341659,5.6317835,5.9780207,4.492033,5.511089,4.070746
Nenê,WAS,PF,2014,0,10.01536,5.5884013,6.8796167,9.733307,2.1378899,9.392982,4.481897,2.680414,3.5969634,4.2557387,3.595083,5.8306785,5.5520988,6.781626,5.9974194,4.2618814,9.329485,5.0072093,6.6307964,2.6324925,5.7056847,5.9230924,4.8153586,5.5999517,4.0884776
Nick Calathes,MEM,SG,2014,0,9.962906,5.7526584,9.034129,9.680418,2.1787658,10.941734,3.5204978,3.47325,3.1439426,4.4192424,2.7433496,5.460848,5.514193,6.3708506,6.014323,4.104532,9.362297,5.1080666,6.5887985,2.6145632,5.72031,5.9003906,4.7082925,5.52127,4.0513744
Nick Collison,OKC,PF,2014,0,10.054589,5.677864,8.296879,9.597496,2.0723717,9.467911,5.3707247,2.9321601,2.7669952,4.2902637,3.3988853,5.729851,5.416386,6.665163,5.9465685,4.183338,9.293029,5.0042596,6.5745215,2.6507616,5.689233,5.9450154,4.799332,5.612884,4.1120443
Nick Young,LAL,SG,2014,0,10.083742,5.7168508,6.7160735,9.951061,2.1849022,11.371881,3.2389243,2.4619658,4.293898,4.4600635,3.4060407,5.800374,5.8926687,6.8288007,5.95962,4.4038525,9.304677,5.3844104,6.772076,2.4396431,5.6387753,5.980286,4.4737034,5.502692,4.035159
Nicolas Batum,POR,SF,2014,0,9.939657,5.5228376,6.237497,9.915315,2.2231655,10.734926,3.0214942,2.644501,2.9488986,4.8336487,3.3676949,5.7687883,5.731575,6.7022085,5.8600397,4.4276195,9.27048,5.1779346,6.592278,2.469378,5.694783,5.9820857,4.5533657,5.5495787,4.063011
Nikola Peković,MIN,C,2014,0,10.026482,5.5714097,6.538887,9.741528,2.1267564,9.242223,4.706442,2.4942636,4.001279,4.131198,3.7238357,5.9018087,5.5648627,6.861336,6.042768,4.272042,9.343313,4.9979877,6.663261,2.6559684,5.6953278,5.9078107,4.849336,5.603222,4.089817
Nikola Vučević,ORL,C,2014,0,9.747833,5.203471,4.565499,9.935274,2.2086568,9.684244,4.0713773,1.970247,3.966617,4.440127,3.8679004,6.0373006,5.6744065,6.939095,6.04395,4.437978,9.330507,5.00813,6.6550436,2.6210754,5.669101,5.91599,4.7954187,5.585151,4.0814614
Norris Cole,MIA,PG,2014,0,10.001494,5.708296,8.501227,9.749607,2.1762185,10.705134,3.3918962,3.3608165,1.8976882,4.8780136,3.0047967,5.523239,5.594293,6.4686975,5.7506223,4.275122,9.233336,5.1945086,6.532894,2.451951,5.711475,6.033855,4.5266967,5.5619273,4.0761046
O.J. Mayo,MIL,SG,2014,0,10.0897,5.8266387,8.080204,9.802241,2.196297,10.452141,2.942357,3.2266917,4.226696,4.210899,3.1843538,5.594809,5.736499,6.624082,5.9950705,4.1841946,9.36504,5.2295017,6.737955,2.526486,5.719017,5.9459953,4.6632867,5.5248513,4.030691
Ognjen Kuzmić,GSW,C,2014,0,10.095354,5.821199,9.458551,9.579903,2.0653095,10.362145,5.182935,3.202448,2.6992848,4.3188834,3.0589814,5.579303,5.4525943,6.5320435,5.938843,4.1268463,9.291121,5.140579,6.602315,2.608088,5.6691823,5.9589744,4.6833434,5.5693088,4.09383
Omri Casspi,HOU,PF,2014,0,9.96791,5.665924,8.214792,9.731942,2.1856089,10.473898,3.4123247,3.3148592,2.2627609,4.7474585,3.0156193,5.5455947,5.549431,6.4648247,5.8418045,4.2379613,9.277655,5.1117067,6.5290656,2.5251682,5.7258534,5.978308,4.6247296,5.5614195,4.074078
Orlando Johnson,2TM,SG,2014,0,10.128407,5.89766,9.563936,9.676756,2.1183422,10.833866,4.0205994,3.4353318,2.521824,4.5470805,2.9597616,5.481487,5.605714,6.485511,5.8214993,4.177877,9.257304,5.2893224,6.6290507,2.4735374,5.6812906,6.0249457,4.5185304,5.5416093,4.0689583
Othyus Jeffers,2TM,SG,2014,0,10.105066,5.826911,9.294898,9.652207,2.0881681,10.745094,4.6796594,3.201224,2.3108933,4.564795,3.0446997,5.562391,5.5451756,6.5343213,5.8355327,4.208246,9.244063,5.240315,6.5975947,2.5101895,5.661173,6.0136204,4.547833,5.5578904,4.088116
Otto Porter Jr.,WAS,SF,2014,0,10.054837,5.8576727,9.89907,9.616443,2.1045084,11.262239,4.481648,3.4099722,2.7253022,4.432908,2.7218819,5.4540963,5.4970326,6.389387,5.956468,4.1046157,9.308837,5.2150273,6.6017947,2.580842,5.669646,5.945892,4.604286,5.522375,4.0689974
P.J. Tucker,PHO,SF,2014,0,9.962153,5.56303,6.699872,9.852536,2.201193,10.42204,3.3342419,2.7671387,2.9752703,4.7042108,3.359817,5.744141,5.67195,6.6822286,5.880568,4.3652525,9.282944,5.1368437,6.592153,2.5063512,5.7027454,5.9725595,4.615298,5.5621524,4.0690665
Pablo Prigioni,NYK,PG,2014,0,10.103444,5.7972627,8.413523,9.842643,2.1364994,11.8196945,3.7435112,2.906759,2.1861517,4.951948,3.0627186,5.6103077,5.773157,6.611485,5.720889,4.400781,9.182843,5.452399,6.629176,2.3439548,5.6233096,6.0835056,4.29352,5.517975,4.0676
Patrick Beverley,HOU,PG,2014,0,9.926908,5.554575,6.801107,9.86048,2.234404,10.488539,2.8099566,2.975291,2.7362614,4.8119082,3.2330215,5.6693277,5.664975,6.593139,5.85469,4.3490887,9.286182,5.1174445,6.5590906,2.4940066,5.7287517,5.9733467,4.6107726,5.556978,4.0618153
Patrick Patterson,2TM,PF,2014,0,10.028807,5.66955,7.624498,9.737894,2.1503925,9.965546,4.033004,2.9525218,3.2199442,4.4062924,3.3486292,5.7053833,5.5832777,6.6655273,5.9364557,4.246034,9.309749,5.096145,6.6203785,2.5722582,5.705267,5.953832,4.7128305,5.576495,4.07699
Patty Mills,SAS,PG,2014,0,9.953141,5.5836186,7.3565316,9.853452,2.1858714,11.24978,3.4398234,2.856894,1.8655282,5.085176,3.1239636,5.6583714,5.672274,6.576522,5.7446623,4.421747,9.204374,5.2482758,6.527066,2.4167,5.670149,6.0369596,4.432432,5.547544,4.0789537
Pau Gasol,LAL,C,2014,0,10.031655,5.5882497,6.565709,9.755727,2.1359224,9.30651,4.5357246,2.520783,4.1683884,4.097542,3.7108164,5.8914037,5.5913777,6.8612027,6.0572386,4.264415,9.354482,5.0154095,6.6838827,2.6513786,5.6978273,5.9041543,4.8466215,5.595224,4.0821013
Paul George,IND,SF,2014,3,9.946592,5.4925337,5.434367,9.97119,2.243543,10.55993,2.7727757,2.4343703,3.6949422,4.68604,3.5414147,5.8576074,5.795576,6.8068676,5.9314227,4.4533215,9.305852,5.1645494,6.646659,2.4892633,5.6999764,5.951665,4.598286,5.5441346,4.0515714
Paul Millsap,ATL,PF,2014,0,9.968294,5.486629,5.8949428,9.819789,2.172402,9.483063,4.094852,2.4362268,3.7024064,4.3750324,3.7124994,5.912356,5.6148577,6.8491325,5.9943743,4.3507547,9.325335,5.004328,6.6268005,2.6114638,5.705264,5.919498,4.7912617,5.5959697,4.0842347
Paul Pierce,BRK,SF,2014,0,9.959744,5.567384,6.3311563,9.900834,2.2371688,10.374552,2.7544296,2.7896023,3.524237,4.6143146,3.386117,5.744983,5.7344313,6.700083,5.9243107,4.358977,9.317608,5.1403446,6.6335263,2.5063577,5.7211833,5.953199,4.638584,5.5487437,4.050456
Pero Antić,ATL,C,2014,0,10.044246,5.797178,8.852506,9.699293,2.1438704,10.825419,3.915137,3.2448018,3.35754,4.344703,2.9637797,5.5523787,5.5795302,6.511792,5.9850383,4.1547647,9.335924,5.1817756,6.6444225,2.575485,5.6914673,5.9360757,4.6620755,5.5323544,4.057574
Perry Jones,OKC,PF,2014,0,10.004536,5.7235866,8.746496,9.703045,2.1583607,10.680733,3.730515,3.3604233,2.0243077,4.768055,2.9534976,5.5144477,5.5419292,6.445112,5.811184,4.2279267,9.255108,5.164269,6.532853,2.5044367,5.7069125,6.000609,4.5724597,5.557304,4.0788565
Peyton Siva,DET,SG,2014,0,10.085967,5.901678,9.563835,9.662428,2.1428773,10.860103,3.7808654,3.492689,3.6817753,4.1864896,2.8386693,5.462513,5.581102,6.448524,6.023448,4.068439,9.365211,5.2097654,6.6838603,2.58868,5.7015963,5.9236474,4.677398,5.5156198,4.044321
Phil Pressey,BOS,PG,2014,0,10.066906,5.882696,9.491984,9.667506,2.1508303,10.899402,3.7020593,3.498429,3.6565917,4.2103,2.8145068,5.4582634,5.575234,6.4339986,6.028917,4.0700493,9.369103,5.1965933,6.673641,2.5939589,5.705317,5.9171486,4.683966,5.5139966,4.0433064
Quincy Acy,2TM,SF,2014,0,10.11379,5.817866,8.895812,9.626691,2.0979881,9.81762,4.6389074,3.2185059,3.2111394,4.204722,3.2456648,5.618014,5.5166526,6.608512,5.9473314,4.133469,9.314457,5.116669,6.645424,2.5981035,5.699547,5.9597197,4.736576,5.5799575,4.082519
Quincy Miller,DEN,PF,2014,0,10.087195,5.822565,8.656111,9.713666,2.1540484,10.30218,3.6636565,3.297719,3.5141127,4.2847924,3.128486,5.570135,5.6186457,6.569579,5.954526,4.1575966,9.3337345,5.180094,6.671118,2.552885,5.7114577,5.9561706,4.6780286,5.547034,4.0554914
Quincy Pondexter,MEM,SG,2014,0,10.072868,5.8348913,9.035763,9.723572,2.1663568,10.690062,3.3757136,3.4744308,2.7793088,4.5510983,2.9594488,5.4842825,5.626336,6.4732714,5.8539915,4.1837626,9.288489,5.2349677,6.623125,2.4876688,5.710899,5.9989734,4.5699463,5.5379677,4.056663
Rajon Rondo,BOS,PG,2014,0,10.020278,5.6781855,6.6566367,9.941852,2.23581,10.918732,2.5179057,2.7771845,4.2540507,4.4561324,3.3230526,5.722542,5.848211,6.7291174,5.9740815,4.3432746,9.341089,5.276318,6.734274,2.4731417,5.6959405,5.954116,4.5698676,5.510141,4.0258856
