Player,Team,Pos,season,target,UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,UMAP_14,UMAP_15,UMAP_16,UMAP_17,UMAP_18,UMAP_19,UMAP_20,UMAP_21,UMAP_22,UMAP_23,UMAP_24,UMAP_25
Aaron Gordon,ORL,SF,2017,0,10.115121,5.725338,6.7048125,9.955755,2.1507409,11.637561,3.749053,2.2426188,4.2100387,4.4922614,3.466006,5.857203,5.9116693,6.892622,5.9423437,4.4509172,9.275624,5.4452133,6.785361,2.4186802,5.601056,5.999252,4.4107013,5.500839,4.0443015
Aaron Harrison,CHO,SG,2017,0,10.22894,6.096956,11.333089,9.564648,2.0195036,12.091734,5.290179,3.4300473,2.4485106,4.444767,2.598907,5.3767934,5.5738554,6.386737,5.8666115,4.092188,9.23968,5.487685,6.6764035,2.4803827,5.5945067,6.022885,4.3550324,5.4929695,4.0713344
Adreian Payne,MIN,PF,2017,0,10.135723,5.85742,9.030337,9.654816,2.0978088,10.222365,4.5353236,3.1882172,3.3124702,4.230414,3.189156,5.6049786,5.5709844,6.6108913,5.942308,4.151947,9.307468,5.194688,6.6735706,2.5645127,5.681413,5.9711285,4.6682663,5.55961,4.0741982
Al Horford,BOS,C,2017,0,9.98645,5.503314,5.794049,9.93921,2.1692927,10.966729,3.9244325,2.1481693,3.1126735,4.8039737,3.5812733,5.9220896,5.7738404,6.8688383,5.868894,4.5174036,9.237958,5.252082,6.6334233,2.456338,5.632778,5.997002,4.4893827,5.550918,4.077863
Al Jefferson,IND,C,2017,0,10.106948,5.738447,8.172354,9.670862,2.0721154,10.044818,5.1872525,2.764943,3.1774223,4.288322,3.4202354,5.757836,5.547361,6.7364798,5.94132,4.2388744,9.282911,5.14949,6.6480746,2.5845196,5.655501,5.9694715,4.6845074,5.584187,4.096158
Al-Farouq Aminu,POR,PF,2017,0,10.104135,5.69204,6.9718423,9.923309,2.118494,11.793954,4.265871,2.209196,3.133975,4.774442,3.4267719,5.853377,5.850384,6.859383,5.8282156,4.5053997,9.20444,5.455943,6.703218,2.3802032,5.579478,6.047069,4.328799,5.5194306,4.0702214
Alan Anderson,LAC,SF,2017,0,10.205793,5.8999214,9.041905,9.820497,2.0593922,12.443193,4.724116,2.6658993,1.9746908,4.972849,3.0835795,5.6490273,5.813201,6.685842,5.671943,4.4451385,9.124454,5.616319,6.671684,2.288093,5.5504913,6.134012,4.1424227,5.507434,4.0805817
Alan Williams,PHO,C,2017,0,10.114879,5.7493525,7.931264,9.680627,2.086614,9.748081,4.980087,2.7572095,3.9234369,4.0580463,3.49655,5.7827897,5.5692973,6.7790756,6.0283604,4.1983066,9.334161,5.1153307,6.700931,2.6269968,5.671322,5.9317946,4.7702503,5.5803485,4.0832233
Alec Burks,UTA,SG,2017,0,10.027507,5.705646,8.117391,9.809507,2.153997,11.350928,3.7094991,2.9644334,2.1794906,4.897582,3.066221,5.6170945,5.6799583,6.572116,5.7768974,4.3585773,9.21801,5.3075204,6.582012,2.4223332,5.6557307,6.037184,4.4263973,5.536442,4.073282
Alex Len,PHO,C,2017,0,10.099682,5.720309,7.667817,9.692961,2.0972273,9.62108,4.871062,2.7273266,3.9931169,4.05453,3.5402467,5.801424,5.571499,6.793621,6.0358944,4.2062593,9.340613,5.09064,6.6981506,2.6341724,5.6792965,5.9251657,4.792351,5.5843487,4.0826316
Alex Poythress,PHI,PF,2017,0,10.207327,5.91267,8.39505,9.831124,2.0705473,12.14267,4.7655926,2.4002457,4.4719625,4.2139587,3.217845,5.7653055,5.8437023,6.819485,6.02329,4.3214965,9.295607,5.5235734,6.838122,2.4677248,5.556967,5.9799466,4.4038925,5.476352,4.0449796
Alexis Ajinça,NOP,C,2017,0,10.172806,5.805082,8.32646,9.69977,2.032951,10.703206,5.645584,2.494358,3.4750876,4.2448125,3.4403331,5.8119493,5.6283174,6.821591,5.955347,4.286121,9.264468,5.2909207,6.714757,2.54627,5.5974884,5.986744,4.575044,5.559119,4.0928965
Allen Crabbe,POR,SG,2017,0,10.071414,5.7011285,7.205051,9.935676,2.1588888,11.997666,3.5799787,2.4871464,2.7665217,4.9462023,3.2397895,5.744207,5.854113,6.7386975,5.7745643,4.4919233,9.198641,5.4582663,6.6604323,2.345345,5.608743,6.058744,4.293569,5.5108438,4.06047
Alonzo Gee,DEN,SF,2017,0,10.204219,6.0047226,10.371755,9.651704,2.0465631,11.970381,5.065071,3.1769257,2.5123696,4.5444345,2.792959,5.4791503,5.6343756,6.4922657,5.8452797,4.194695,9.222472,5.4719834,6.6831985,2.4486587,5.5921345,6.0370517,4.354574,5.4933476,4.072982
Amir Johnson,BOS,PF,2017,0,10.059567,5.6051717,7.1367426,9.715676,2.0726516,9.900574,5.451865,2.381812,3.1543655,4.36535,3.627723,5.896074,5.5483093,6.846008,5.9490066,4.329683,9.26989,5.1006656,6.626152,2.5990102,5.6416726,5.9600563,4.7027054,5.599448,4.109425
Anderson Varejão,GSW,C,2017,0,10.102327,5.754258,8.8001375,9.62051,2.044387,10.36722,5.602965,2.8463054,2.4693046,4.443235,3.2658706,5.701498,5.4842906,6.6547337,5.887557,4.2331023,9.24553,5.1675587,6.5946994,2.573193,5.6381893,5.9897876,4.626852,5.5840287,4.1099434
Andre Drummond,DET,C,2017,0,10.035324,5.522514,6.1734853,9.759224,2.0898712,9.458788,5.3901634,2.134837,3.7872427,4.2147617,3.8596601,6.011489,5.5766196,6.9635806,6.021455,4.3564277,9.30433,5.038492,6.6613264,2.6399474,5.6504803,5.925922,4.7895856,5.608857,4.1064315
Andre Iguodala,GSW,SF,2017,0,9.966723,5.580757,7.413825,9.846438,2.1571605,11.471622,3.8870347,2.7063107,1.6628383,5.135346,3.1434624,5.6944246,5.666777,6.607759,5.7281494,4.454447,9.179137,5.283177,6.522307,2.4066305,5.641162,6.0499177,4.3871274,5.5477953,4.0889635
Andre Roberson,OKC,SF,2017,0,10.0820265,5.6718984,7.2843046,9.867487,2.1048477,11.584685,4.5490775,2.324087,2.6377048,4.8342714,3.3744195,5.8224907,5.7637925,6.8015695,5.8021693,4.478921,9.191218,5.395082,6.6481133,2.4037251,5.5883594,6.048711,4.360968,5.5363927,4.084545
Andrew Bogut,2TM,C,2017,0,10.151904,5.7603216,8.149344,9.684373,2.0314763,10.431865,5.7718573,2.4771476,3.2652397,4.278498,3.4952214,5.832263,5.5873556,6.826023,5.9419227,4.291876,9.257618,5.236211,6.6835084,2.5623157,5.60646,5.985617,4.609783,5.575611,4.1027446
Andrew Harrison,MEM,PG,2017,0,9.986313,5.793374,9.429148,9.655245,2.149418,11.28492,3.9377549,3.4225419,3.1285431,4.3938303,2.6694725,5.4528923,5.5035625,6.362076,6.0297627,4.0938206,9.355822,5.153659,6.600416,2.6187103,5.6932545,5.899612,4.6731515,5.5099273,4.0541563
Andrew Nicholson,2TM,PF,2017,0,10.270436,5.978712,9.139756,9.795141,2.0490804,11.920013,4.7847967,2.702525,2.9325209,4.596556,3.2159274,5.674094,5.830394,6.758809,5.7691855,4.3674626,9.180672,5.5937414,6.758713,2.3386834,5.563506,6.1020756,4.2504582,5.5106874,4.069452
Andrew Wiggins,MIN,SF,2017,0,10.017036,5.635122,6.3413754,9.928374,2.220508,10.658061,2.9046366,2.6189182,4.3054194,4.408512,3.4459765,5.7898393,5.816452,6.786494,5.994014,4.3565593,9.341501,5.229086,6.727183,2.5039465,5.691394,5.9421725,4.6151733,5.5256624,4.036904
Anthony Bennett,BRK,PF,2017,0,10.287939,5.9839144,8.531724,9.858175,2.0626612,12.001426,4.5972157,2.460723,4.0844445,4.34093,3.3416262,5.760571,5.9219084,6.873485,5.8883867,4.3757253,9.236403,5.6201982,6.8539457,2.3652601,5.5533433,6.05975,4.2946763,5.4899964,4.0488253
Anthony Brown,2TM,SF,2017,0,10.276603,6.002882,9.195827,9.798427,2.0471365,12.118265,4.82097,2.6555438,3.4223936,4.460554,3.1770267,5.6784916,5.8468256,6.7670856,5.841184,4.3414383,9.212231,5.609551,6.798087,2.3655612,5.554448,6.0730243,4.270761,5.493441,4.0594964
Anthony Davis,NOP,C,2017,1,9.628445,5.047952,3.92496,10.001774,2.238672,9.730274,3.8962193,1.7906761,3.9484465,4.5193973,3.9130607,6.0822964,5.7017145,6.953381,6.058836,4.480774,9.32981,5.00795,6.656474,2.623207,5.6499753,5.921449,4.7878056,5.579236,4.0797615
Anthony Morrow,2TM,SG,2017,0,10.124886,5.853662,8.890915,9.787609,2.1254299,11.578055,3.8693573,3.0706215,2.4923463,4.752876,3.0171432,5.56915,5.7301593,6.5792227,5.7784195,4.3158374,9.217584,5.415884,6.6514297,2.3921266,5.6364317,6.0578084,4.3700294,5.5195003,4.0639505
Anthony Tolliver,SAC,PF,2017,0,10.209828,5.9106045,8.236614,9.874112,2.1134658,11.81011,3.9238527,2.646493,3.8505027,4.454525,3.2616608,5.709864,5.89172,6.7884054,5.8796654,4.3639617,9.252971,5.5343833,6.799368,2.3787596,5.596097,6.0425982,4.345513,5.494707,4.043298
Archie Goodwin,2TM,SG,2017,0,10.286779,5.9820232,8.576556,9.880433,2.0639646,12.303178,4.5233436,2.448096,3.69877,4.5070457,3.2943752,5.746082,5.946459,6.856943,5.8288383,4.4189095,9.202885,5.672324,6.835616,2.318347,5.54088,6.0890512,4.2126617,5.48346,4.0510297
Arinze Onuaku,ORL,C,2017,0,10.267325,5.984223,9.332677,9.734472,2.0306203,11.612216,5.1894736,2.722253,3.3081021,4.37309,3.2192252,5.681501,5.7578726,6.7537107,5.861027,4.292866,9.223198,5.5169864,6.770058,2.420551,5.5701942,6.0550776,4.362388,5.516867,4.0722837
Aron Baynes,DET,C,2017,0,10.127176,5.748271,8.198342,9.66493,2.0487218,10.160236,5.553567,2.6329544,3.2539816,4.2506704,3.4575891,5.794692,5.550448,6.77751,5.95452,4.251842,9.276599,5.175085,6.6640453,2.5880551,5.6334324,5.9700994,4.6688924,5.5823913,4.1007237
Arron Afflalo,SAC,SG,2017,0,10.209829,5.913386,8.262225,9.875746,2.1146734,11.844613,3.8932438,2.6601834,3.7997303,4.471427,3.2489946,5.703179,5.894425,6.7819543,5.873045,4.365544,9.250272,5.540221,6.797477,2.3733892,5.5960484,6.0456953,4.337027,5.49361,4.0428786
Austin Rivers,LAC,SG,2017,0,10.033694,5.639832,6.946471,9.9540415,2.16,12.088432,3.663215,2.3741453,2.6025865,5.021562,3.2526731,5.7787156,5.8477826,6.749732,5.7770066,4.5256066,9.190227,5.449894,6.6442733,2.3498807,5.597253,6.0559616,4.280637,5.5079813,4.0649366
Avery Bradley,BOS,SG,2017,0,10.000505,5.548077,5.99619,9.9736805,2.1805398,11.451823,3.59467,2.1988282,3.1094196,4.882726,3.476478,5.8773217,5.8361855,6.8396125,5.84224,4.533861,9.227377,5.33865,6.651946,2.406938,5.622635,6.016311,4.4046545,5.529069,4.066235
Axel Toupane,2TM,SF,2017,0,10.235055,5.941624,9.463664,9.752931,2.0173059,12.358417,5.441661,2.6118007,2.3584404,4.7343917,3.0799527,5.667663,5.751532,6.7029705,5.761436,4.380293,9.153635,5.5897713,6.702025,2.357756,5.5329537,6.0970955,4.214221,5.5054307,4.086533
Ben Bentil,DAL,PF,2017,0,10.214459,6.0816402,11.331115,9.546688,2.0145586,11.9392805,5.236743,3.4688373,2.479474,4.410789,2.6278596,5.3844433,5.5454087,6.3851624,5.8806324,4.074608,9.258002,5.4401035,6.660564,2.5066214,5.6106396,6.0097327,4.4110866,5.514299,4.073814
Ben McLemore,SAC,SG,2017,0,10.226743,5.940041,8.388072,9.873261,2.1090715,11.91398,3.9336224,2.6650872,3.9004085,4.4324803,3.2379048,5.6975365,5.9057164,6.785907,5.8818855,4.356818,9.253329,5.5619316,6.8143516,2.3711042,5.590627,6.0460324,4.328115,5.4884224,4.0402703
Beno Udrih,DET,PG,2017,0,10.122807,5.830588,8.308269,9.869666,2.1519387,11.7610855,3.4245589,2.921531,2.7994509,4.7938967,3.0977738,5.615848,5.82738,6.6436753,5.775762,4.378196,9.217464,5.470637,6.6875715,2.3513126,5.6303334,6.06651,4.32019,5.5055995,4.051611
Bismack Biyombo,ORL,C,2017,0,10.156788,5.7802634,8.116119,9.69205,2.0471578,10.293786,5.498084,2.5466893,3.6818984,4.1566987,3.5007973,5.8211346,5.606488,6.82814,5.9858584,4.2594204,9.28916,5.223496,6.714211,2.5793955,5.621287,5.966406,4.6527348,5.5701165,4.0915384
Blake Griffin,LAC,PF,2017,0,9.95604,5.466556,5.046977,9.977055,2.2327683,10.390581,3.0543299,2.2397463,4.016871,4.5868707,3.6771314,5.9360943,5.8012795,6.8881645,5.9727883,4.471156,9.315016,5.1468973,6.669795,2.51436,5.689824,5.932551,4.6310964,5.5478387,4.056543
Boban Marjanović,DET,C,2017,0,10.135269,5.7467976,8.245388,9.693592,2.020425,10.95815,5.991086,2.376817,2.9585803,4.4023004,3.4008138,5.831085,5.5880823,6.8039894,5.929771,4.325675,9.237115,5.2818804,6.6655793,2.546315,5.5795717,5.9912815,4.542711,5.5613623,4.10592
Bobby Brown,HOU,PG,2017,0,10.193444,5.898117,9.1811285,9.803552,2.0576131,12.489451,4.791162,2.7045972,1.9362564,4.964197,3.0276806,5.6305723,5.787128,6.6553235,5.6872272,4.42593,9.1310835,5.6001477,6.6615615,2.305084,5.551759,6.1231966,4.1572676,5.505036,4.081236
Bobby Portis,CHI,PF,2017,0,10.101701,5.7608767,8.254022,9.729747,2.093666,10.72168,4.7100873,2.7877629,3.0526001,4.4516425,3.2810485,5.7134566,5.6252737,6.697269,5.9030075,4.28198,9.265406,5.2492914,6.655123,2.5201874,5.641793,5.9919863,4.570377,5.5559416,4.082498
Bojan Bogdanović,2TM,SF,2017,0,10.109686,5.7153883,6.6637163,9.99193,2.1580062,12.027166,3.5720136,2.2180576,3.7010648,4.728114,3.4134305,5.8410277,5.948698,6.87288,5.8579264,4.5146666,9.231538,5.5084705,6.7557497,2.353252,5.589124,6.038271,4.304411,5.495326,4.0465055
Boris Diaw,UTA,PF,2017,0,10.022295,5.70499,8.065732,9.819598,2.1689954,11.26327,3.4692926,3.032616,2.1992068,4.907123,3.0627325,5.6006427,5.6902757,6.5594463,5.770088,4.3540573,9.222512,5.3001633,6.5815606,2.4160862,5.668277,6.038426,4.43223,5.536244,4.069096
Bradley Beal,WAS,SG,2017,0,9.961828,5.485416,5.061432,10.046223,2.2419944,11.186347,2.7689226,2.157707,3.80304,4.799256,3.575894,5.915597,5.894541,6.8773155,5.9107075,4.543886,9.278736,5.278936,6.6793275,2.4302862,5.660368,5.9738917,4.47754,5.5212364,4.046282
Brandan Wright,MEM,PF,2017,0,10.12858,5.7738404,8.5134115,9.633313,2.0509548,10.021899,5.4890018,2.794135,3.2234924,4.204763,3.3967698,5.746991,5.5178666,6.7289753,5.962401,4.2052574,9.288615,5.147227,6.656706,2.6054106,5.648787,5.9624596,4.703014,5.5845866,4.0994577
Brandon Bass,LAC,PF,2017,0,10.14177,5.7472343,8.235774,9.719901,2.0236406,11.159818,5.836873,2.3730724,2.5866868,4.5789165,3.3850257,5.819704,5.621541,6.7980146,5.8515205,4.3751254,9.197804,5.335103,6.646755,2.488518,5.571461,6.030094,4.4562836,5.5606213,4.108723
Brandon Ingram,LAL,SF,2017,5,10.188652,5.882052,7.8337965,9.900792,2.1061494,12.270094,4.219593,2.3226378,4.7935386,4.2383723,3.2599716,5.789758,5.9178534,6.8517075,6.0359135,4.359539,9.308879,5.5449734,6.8625484,2.445915,5.564094,5.97474,4.386812,5.4639263,4.030965
Brandon Jennings,2TM,PG,2017,0,10.054392,5.7747397,7.934178,9.855612,2.2065587,11.04816,2.7590322,3.1565068,3.3303275,4.604913,3.0966823,5.5805063,5.7725716,6.58694,5.8708653,4.2884073,9.2950535,5.307457,6.677468,2.438106,5.697234,6.000699,4.5062504,5.5165997,4.038139
Brandon Knight,PHO,SG,2017,0,10.139885,5.8958316,8.566009,9.793534,2.1598709,10.982457,3.3678324,3.138842,4.1728764,4.224377,3.1189687,5.589863,5.7630906,6.635265,5.9824634,4.198165,9.340889,5.3326817,6.764232,2.496532,5.677874,5.96625,4.5714808,5.507594,4.032416
Brandon Rush,MIN,SG,2017,0,10.289642,5.958837,8.53433,9.901038,2.0564013,12.528954,4.5689363,2.4010208,2.8077164,4.82469,3.3070357,5.745738,5.9627175,6.852972,5.6882944,4.5043397,9.128347,5.7294335,6.7794847,2.2362094,5.5264254,6.1539955,4.088241,5.496042,4.0658803
Brian Roberts,CHO,PG,2017,0,10.193026,5.868163,8.474616,9.88196,2.0818007,12.522402,4.4077244,2.5148723,2.441519,4.9284844,3.1589077,5.7029495,5.8776417,6.7472916,5.7123966,4.480745,9.144452,5.629745,6.708017,2.2846096,5.5484767,6.119421,4.147217,5.496244,4.0690923
Briante Weber,2TM,PG,2017,0,10.135548,5.8360004,9.185059,9.755243,2.0558083,12.308971,5.05712,2.7361639,1.7887602,4.946398,2.9636838,5.620977,5.68754,6.598047,5.732526,4.386904,9.1492,5.4980116,6.6134706,2.3726976,5.5629554,6.085566,4.2412977,5.512417,4.0905886
Brice Johnson,LAC,PF,2017,0,10.182739,5.940837,9.929794,9.659551,2.043257,11.896948,5.540557,2.9572296,2.529906,4.545724,2.8513334,5.5400405,5.6031284,6.5309577,5.887663,4.2278285,9.216615,5.4330215,6.6850243,2.479051,5.571512,6.015973,4.3804417,5.475358,4.0830607
Brook Lopez,BRK,C,2017,0,10.055932,5.6253366,5.9237638,9.999546,2.181995,11.44042,3.4720979,2.1127267,4.42058,4.4985805,3.5700867,5.9156704,5.9228406,6.9320064,5.974321,4.4815607,9.294158,5.385497,6.7792,2.440864,5.6158676,5.975747,4.4607215,5.504938,4.0417953
Bruno Caboclo,TOR,SF,2017,0,10.176282,5.9033747,9.580914,9.715612,2.0494237,11.95359,5.015822,2.9159818,2.0229754,4.7843404,2.9820402,5.5858765,5.6738667,6.590259,5.7486935,4.3209844,9.1710415,5.4799576,6.638527,2.3907363,5.5826454,6.081489,4.2953653,5.5228157,4.0869436
Bryn Forbes,SAS,SG,2017,0,9.987178,5.7690597,9.621116,9.630645,2.121838,11.370419,4.372854,3.389843,2.1848392,4.6464763,2.6691012,5.4518704,5.4615297,6.3437715,5.9155517,4.146674,9.287142,5.17374,6.533948,2.5747433,5.6751356,5.949586,4.5891523,5.527296,4.0772305
Buddy Hield,2TM,SG,2017,4,10.133944,5.8186426,7.8355517,9.900469,2.1230178,12.298685,4.010599,2.4472115,3.8456533,4.545684,3.1716924,5.7426395,5.873795,6.7678638,5.9306493,4.3990965,9.262908,5.514982,6.7704163,2.4087343,5.578458,6.0074663,4.3397865,5.477733,4.043247
C.J. Miles,IND,SF,2017,0,10.055655,5.680176,7.136387,9.932187,2.1675808,11.813055,3.4671197,2.545238,2.6229663,4.977538,3.250901,5.736481,5.8373904,6.7245502,5.7593617,4.4891143,9.19688,5.427063,6.642015,2.3477786,5.6216807,6.0612407,4.3124485,5.51906,4.062736
C.J. Watson,ORL,PG,2017,0,10.282723,5.9988604,8.480132,9.904417,2.0952134,12.217722,3.9816544,2.5681753,4.0656037,4.4347777,3.2759795,5.7152863,5.9822726,6.840273,5.8558154,4.392048,9.2331085,5.665545,6.8607802,2.3198454,5.564516,6.075441,4.2418084,5.4757113,4.035416
C.J. Wilcox,ORL,SG,2017,0,10.273875,6.038392,9.523606,9.794395,2.0521944,12.445152,4.6630135,2.7517557,3.5203679,4.448687,3.0409706,5.6245265,5.8547935,6.7104645,5.861819,4.312,9.225695,5.640077,6.806204,2.366418,5.552987,6.063049,4.2500076,5.47694,4.0499816
CJ McCollum,POR,SG,2017,0,9.970185,5.5058475,5.2591834,10.03503,2.2358367,11.232971,2.822524,2.200086,3.7369032,4.799957,3.543109,5.8969984,5.8899193,6.8622284,5.9027777,4.5337,9.27496,5.291717,6.679552,2.4255536,5.657597,5.9796033,4.467473,5.520259,4.0467143
Cameron Payne,2TM,PG,2017,0,10.125906,5.8903728,9.357569,9.7222595,2.1312866,11.084203,3.7838414,3.3680577,2.5624816,4.613491,2.9563448,5.494048,5.659298,6.5037727,5.8081183,4.217919,9.24954,5.3350534,6.6414323,2.4413798,5.6730266,6.035134,4.468453,5.530079,4.0625124
Caris LeVert,BRK,SF,2017,0,10.218899,5.9220595,8.132843,9.896526,2.1041448,12.188601,4.093151,2.463886,4.358301,4.350537,3.2538733,5.7487125,5.9306097,6.830896,5.948933,4.371255,9.2736635,5.5807333,6.8469186,2.393566,5.5696025,6.019097,4.3313227,5.472763,4.0349183
Carmelo Anthony,NYK,SF,2017,0,9.731391,5.2045007,4.414687,10.033428,2.2468102,10.417536,3.3250227,1.9627059,3.834821,4.673222,3.7396443,6.0010986,5.799351,6.9127665,5.9901595,4.5135646,9.308046,5.1355515,6.668823,2.5293205,5.655594,5.9455523,4.6447563,5.54869,4.0617657
Chandler Parsons,MEM,SF,2017,0,10.075505,5.825557,8.746959,9.766555,2.1728618,10.905051,3.24731,3.34636,2.9407794,4.574694,2.9976563,5.5188,5.6793003,6.5159574,5.8561673,4.2235255,9.285942,5.2755985,6.644282,2.4656055,5.699114,6.0034556,4.5340385,5.529276,4.0512247
Channing Frye,CLE,C,2017,0,10.083961,5.643501,6.77738,9.964399,2.1201365,12.323193,4.2615542,2.0970366,2.1770134,5.175704,3.3832934,5.8517756,5.8753386,6.8380876,5.687011,4.61639,9.124876,5.5258627,6.6328926,2.28967,5.558354,6.10754,4.1743817,5.5216208,4.083385
Chasson Randle,2TM,PG,2017,0,10.054013,5.856631,9.35324,9.679306,2.1387334,11.203977,3.9481757,3.3282754,3.6680403,4.2393203,2.8040884,5.496385,5.578283,6.4559183,6.046926,4.1004143,9.363744,5.2158103,6.673226,2.5982928,5.6819544,5.910134,4.659012,5.5063763,4.046135
Cheick Diallo,NOP,PF,2017,0,10.16438,5.827699,8.649776,9.683749,2.030778,10.978413,5.668249,2.559219,3.5285387,4.221591,3.3127618,5.7707505,5.6129937,6.769505,5.985578,4.255445,9.277672,5.301226,6.715538,2.5615497,5.5926795,5.9710217,4.572682,5.54503,4.0880203
Chinanu Onuaku,HOU,C,2017,0,10.101939,5.7818317,9.091556,9.635401,2.0283728,11.226827,5.8582907,2.7169025,2.576137,4.4732924,3.0944664,5.6890388,5.510627,6.629209,5.9284363,4.24877,9.243925,5.2584033,6.6170263,2.5659173,5.5946536,5.9778757,4.5444293,5.545337,4.103474
Chris Andersen,CLE,C,2017,0,10.157986,5.784415,8.554125,9.698273,2.024303,11.052155,5.7633023,2.5243797,2.4828744,4.569741,3.351391,5.7743807,5.611376,6.763501,5.8291473,4.344629,9.196354,5.3337,6.642689,2.481425,5.5843425,6.040391,4.4597282,5.565902,4.107705
Chris McCullough,2TM,PF,2017,0,10.235165,5.921057,9.044992,9.761897,2.0271826,11.918541,5.3064513,2.5624223,2.821837,4.5853496,3.2192862,5.7170696,5.760317,6.764019,5.8069925,4.3667636,9.184619,5.536498,6.7271953,2.38925,5.5511127,6.076464,4.295685,5.5197577,4.082398
Chris Paul,LAC,PG,2017,0,9.919805,5.451253,5.031311,10.035654,2.26376,10.938212,2.4899268,2.3084104,3.6574192,4.8212833,3.5349197,5.8778915,5.8589373,6.8228984,5.9098587,4.5156426,9.291527,5.2178307,6.6501083,2.44878,5.6874175,5.9646854,4.5261545,5.528886,4.044781
Christian Wood,CHO,PF,2017,0,10.181308,5.79901,8.437991,9.703589,2.0087707,11.074025,5.970839,2.3816993,2.9038126,4.437541,3.4150927,5.823704,5.6314955,6.824988,5.8825173,4.3455834,9.212028,5.35265,6.6855063,2.4999673,5.566318,6.0245037,4.4740343,5.5582786,4.1055117
Clint Capela,HOU,C,2017,0,10.047304,5.5513363,6.566232,9.737865,2.0744767,9.682099,5.5429626,2.192983,3.444302,4.302766,3.7734869,5.9753785,5.5589647,6.9232125,5.98229,4.3568134,9.280823,5.068948,6.640334,2.6201675,5.63962,5.944841,4.74217,5.6071286,4.1117887
Cody Zeller,CHO,C,2017,0,10.059139,5.6043906,7.0006084,9.729941,2.0813513,9.883643,5.2893357,2.371723,3.3794513,4.321803,3.6499116,5.9043565,5.567573,6.8606524,5.96743,4.327712,9.282141,5.100425,6.6424446,2.6021886,5.6457624,5.952862,4.7151732,5.5965896,4.104129
Cole Aldrich,MIN,C,2017,0,10.13409,5.8411684,9.050957,9.610574,2.082348,9.820249,4.856603,3.1977553,3.2662535,4.1584187,3.2542863,5.6230373,5.510432,6.620288,5.9550037,4.123876,9.313226,5.128561,6.656714,2.6032465,5.6906066,5.9604278,4.7354326,5.5798373,4.084901
Corey Brewer,2TM,SF,2017,0,10.191729,5.841495,8.147882,9.883816,2.0805264,12.242739,4.4998083,2.4207835,2.6791985,4.846871,3.2691157,5.7532864,5.8720155,6.79924,5.7406945,4.483769,9.157645,5.591208,6.718227,2.3086352,5.552893,6.10576,4.1976585,5.506404,4.0715647
Cory Joseph,TOR,PG,2017,0,9.971971,5.642216,7.5630026,9.841289,2.2043314,10.955811,3.0670094,3.0500646,2.5184622,4.8462706,3.1040134,5.6154976,5.6846886,6.559158,5.8199797,4.340116,9.25963,5.222298,6.5785933,2.4533103,5.6974974,6.0044913,4.5153675,5.539734,4.0613575
Courtney Lee,NYK,SG,2017,0,10.035165,5.686995,6.994152,9.913179,2.209912,11.045737,2.8664906,2.7912722,3.5466306,4.6363106,3.2870016,5.7057524,5.8124995,6.703515,5.886293,4.3728566,9.289827,5.2988625,6.6843405,2.4376414,5.681765,5.993354,4.5053115,5.5234118,4.042608
Cristiano Felício,CHI,C,2017,0,10.1121645,5.735223,8.18727,9.658203,2.0557582,10.067867,5.47725,2.682985,3.207915,4.255983,3.4416654,5.782653,5.5326767,6.757291,5.957008,4.240686,9.281955,5.1479416,6.651112,2.5983388,5.6434035,5.964046,4.6906476,5.585627,4.1010017
D'Angelo Russell,LAL,PG,2017,0,10.120804,5.746139,6.605451,10.000558,2.167762,11.952672,3.4286573,2.2081337,4.6062765,4.4540386,3.4362094,5.854059,5.979951,6.9050355,5.9723115,4.459391,9.291937,5.5011086,6.8286176,2.4017203,5.594532,5.992614,4.3777184,5.4780955,4.0287533
D.J. Augustin,ORL,PG,2017,0,10.272705,5.978545,8.204956,9.929186,2.1039524,12.272766,3.8874946,2.4836113,4.2772455,4.4134254,3.306375,5.742404,6.0053606,6.866351,5.8799715,4.4069114,9.243672,5.6672306,6.874574,2.324152,5.562356,6.0647435,4.2469873,5.4704075,4.0309696
Dahntay Jones,CLE,SF,2017,0,10.207224,5.8816266,8.573147,9.894751,2.0722394,12.790325,4.5011673,2.463977,2.2269971,5.016669,3.138832,5.703128,5.9016995,6.752443,5.676585,4.5122447,9.118953,5.6853104,6.7082586,2.2506173,5.5299535,6.141818,4.0790324,5.4892097,4.071245
Damian Jones,GSW,C,2017,0,10.075615,5.7344913,8.845954,9.598381,2.0480988,10.278945,5.6231966,2.897689,2.4978802,4.404661,3.220129,5.6873918,5.441506,6.6211457,5.9208846,4.202758,9.263853,5.1177826,6.5789323,2.609356,5.648186,5.9663343,4.6770816,5.585527,4.110638
Damian Lillard,POR,PG,2017,0,9.636844,5.0881042,3.9011679,10.11216,2.2804615,10.550209,3.0020876,1.8244987,3.913638,4.7515907,3.7631507,6.039765,5.856241,6.935007,6.0049615,4.5634704,9.310681,5.1512413,6.683836,2.5150888,5.6408296,5.947474,4.6232586,5.5339103,4.05375
