Player,Team,Pos,season,target,Age,3PA,3P%,2P%,FT%,PF,PTS,TS%,3PAr,FTr,TRB%,AST%,STL%,BLK%,USG%,DBPM,BPM,VORP,SOS,NRtg,Pace,Offense Four Factors eFG%,Offense Four Factors TOV%,Offense Four Factors ORB%,Offense Four Factors FT/FGA,Defense Four Factors eFG%,Defense Four Factors TOV%,Defense Four Factors DRB%,Defense Four Factors FT/FGA,potw_count,potm_count
Anthony Davis,LAL,C,2023,0,29.0,1.3,0.257,0.589,0.784,2.6,25.9,0.627,0.077,0.462,19.7,13.0,1.5,5.1,28.4,1.7,6.3,4.0,-0.15,0.6,101.3,0.542,12.3,22.8,0.232,0.535,10.9,76.3,0.171,2,0
Anthony Edwards,MIN,SG,2023,0,21.0,7.3,0.369,0.513,0.756,2.4,24.6,0.564,0.375,0.274,9.0,19.3,2.1,1.8,29.9,0.0,1.0,2.1,-0.18,-0.1,101.0,0.56,13.6,21.5,0.205,0.54,13.3,74.3,0.225,0,0
Anthony Gill,WAS,PF,2023,0,30.0,0.5,0.138,0.65,0.731,1.2,3.3,0.604,0.22,0.508,8.8,7.2,0.5,1.6,12.3,-0.9,-3.3,-0.2,0.15,-1.2,98.6,0.55,12.7,22.6,0.202,0.54,11.0,76.1,0.194,0,0
Anthony Lamb,GSW,SF,2023,0,25.0,3.2,0.367,0.652,0.767,2.2,6.7,0.61,0.634,0.191,9.9,10.5,1.1,1.5,13.8,0.4,-1.1,0.3,-0.15,1.7,101.6,0.571,14.1,24.4,0.178,0.54,12.3,76.0,0.214,0,0
Austin Reaves,LAL,SG,2023,0,24.0,3.4,0.398,0.631,0.864,1.7,13.0,0.687,0.441,0.541,5.6,15.7,0.8,0.9,16.2,0.1,0.7,1.2,-0.15,0.6,101.3,0.542,12.3,22.8,0.232,0.535,10.9,76.3,0.171,0,0
Austin Rivers,MIN,SG,2023,0,30.0,2.4,0.35,0.558,0.769,1.5,4.9,0.564,0.589,0.187,4.6,9.3,1.3,0.3,10.5,0.5,-2.8,-0.2,-0.18,-0.1,101.0,0.56,13.6,21.5,0.205,0.54,13.3,74.3,0.225,0,0
Ayo Dosunmu,CHI,SG,2023,0,23.0,2.4,0.312,0.583,0.805,2.3,8.6,0.567,0.332,0.144,5.9,13.2,1.4,1.2,14.9,0.6,-2.5,-0.2,0.07,1.3,98.5,0.55,12.2,20.1,0.203,0.544,13.5,77.8,0.197,0,0
Bam Adebayo,MIA,C,2023,0,25.0,0.2,0.083,0.545,0.806,2.8,20.4,0.592,0.011,0.361,15.5,15.9,1.7,2.4,25.2,0.8,1.5,2.3,0.18,-0.3,96.3,0.53,12.4,22.8,0.224,0.561,14.5,77.7,0.198,1,0
Ben Simmons,BRK,PG,2023,0,26.0,0.0,0.0,0.571,0.439,3.3,6.9,0.559,0.009,0.243,13.4,31.3,2.4,1.9,14.3,2.6,0.4,0.7,0.18,0.9,98.3,0.562,12.7,19.6,0.208,0.53,12.2,73.7,0.212,1,0
Bennedict Mathurin,IND,SG,2023,4,20.0,4.0,0.323,0.488,0.828,2.1,16.7,0.566,0.326,0.477,7.9,7.6,1.0,0.5,24.6,-2.5,-3.7,-1.0,0.28,-3.1,101.1,0.545,13.0,23.4,0.209,0.554,13.0,72.2,0.229,0,0
Bismack Biyombo,PHO,C,2023,0,30.0,0.0,0.0,0.578,0.357,1.9,4.3,0.555,0.0,0.34,16.5,8.7,1.0,9.0,14.0,2.5,-0.9,0.2,0.01,2.1,98.2,0.535,12.0,26.6,0.191,0.532,12.9,76.0,0.234,0,0
Blake Griffin,BOS,C,2023,0,33.0,1.6,0.348,0.625,0.656,1.8,4.1,0.59,0.508,0.246,14.9,14.2,1.2,1.4,12.7,1.5,0.1,0.3,-0.15,6.5,98.5,0.566,12.0,22.1,0.197,0.528,11.3,78.5,0.18,0,0
Blake Wesley,SAS,SG,2023,0,19.0,1.4,0.385,0.301,0.591,1.8,5.0,0.393,0.242,0.205,6.6,18.6,1.8,0.6,18.5,-1.8,-9.6,-1.3,0.22,-9.8,101.6,0.525,13.0,25.6,0.17,0.576,12.0,74.9,0.201,0,0
Boban Marjanović,HOU,C,2023,0,34.0,0.0,0.0,0.695,0.741,0.3,3.3,0.71,0.017,0.45,19.3,8.7,1.4,1.1,20.8,-1.5,1.6,0.2,0.24,-7.9,99.0,0.516,14.0,30.2,0.215,0.564,11.8,75.8,0.218,0,0
Bobby Portis,MIL,PF,2023,0,27.0,3.7,0.37,0.555,0.768,1.6,14.1,0.575,0.32,0.156,19.3,8.7,0.8,0.7,21.7,-0.6,0.7,1.2,-0.02,3.5,100.5,0.555,12.7,25.0,0.184,0.52,10.4,77.8,0.175,0,0
Bogdan Bogdanović,ATL,SG,2023,0,30.0,6.7,0.406,0.506,0.831,1.6,14.0,0.586,0.589,0.126,6.0,13.4,1.4,1.0,19.8,-0.7,0.5,0.9,0.02,0.3,100.7,0.541,11.2,25.1,0.2,0.552,12.4,75.8,0.206,0,0
Bojan Bogdanović,DET,PF,2023,0,33.0,6.0,0.411,0.539,0.884,1.9,21.6,0.627,0.4,0.344,6.5,13.6,0.9,0.4,25.9,-1.8,0.8,1.4,0.49,-8.2,99.0,0.52,13.3,24.9,0.227,0.557,11.9,74.0,0.231,0,0
Bol Bol,ORL,PF,2023,0,23.0,1.6,0.265,0.633,0.759,1.3,9.1,0.603,0.236,0.226,15.2,6.9,1.0,5.5,18.2,0.9,-0.9,0.4,0.17,-2.6,99.3,0.532,13.4,23.8,0.227,0.55,13.1,77.7,0.211,0,0
Bones Hyland,2TM,PG,2023,0,22.0,5.6,0.371,0.434,0.843,1.7,11.8,0.5945,0.374,0.2685,7.1,23.4,1.8,1.2,28.0,-1.2,-0.8,0.3,-0.24,1.95,98.05,0.562,12.95,23.85,0.2055,0.543,11.95,76.5,0.198,0,0
Bradley Beal,WAS,SG,2023,0,29.0,4.4,0.365,0.552,0.842,2.1,23.2,0.593,0.249,0.26,6.5,26.6,1.3,1.7,29.2,-1.2,1.8,1.6,0.15,-1.2,98.6,0.55,12.7,22.6,0.202,0.54,11.0,76.1,0.194,0,0
Brandon Boston Jr.,LAC,SF,2023,0,21.0,1.3,0.414,0.419,0.763,1.0,6.5,0.515,0.238,0.311,6.8,12.5,1.8,0.0,26.5,-0.7,-2.2,0.0,-0.19,0.5,98.0,0.551,12.8,22.9,0.217,0.543,11.7,76.6,0.195,0,0
Brandon Clarke,MEM,PF,2023,0,26.0,0.1,0.167,0.665,0.723,2.3,10.0,0.682,0.017,0.393,15.1,9.5,1.5,3.1,17.7,1.8,2.5,1.3,-0.34,3.9,101.1,0.54,11.7,26.5,0.19,0.526,13.1,75.9,0.206,0,0
Brandon Ingram,NOP,SF,2023,0,25.0,3.6,0.39,0.507,0.882,2.6,24.7,0.582,0.196,0.326,9.1,28.1,1.0,1.2,30.8,-0.4,1.7,1.5,-0.26,1.9,99.1,0.543,12.9,24.7,0.221,0.543,13.4,77.4,0.212,1,0
Braxton Key,DET,SF,2023,0,25.0,0.0,0.0,1.0,1.0,0.0,1.3,1.064,0.0,2.0,6.2,0.0,0.0,0.0,8.9,0.8,2.9,0.0,0.49,-8.2,99.0,0.52,13.3,24.9,0.227,0.557,11.9,74.0,0.231,0,0
Brook Lopez,MIL,C,2023,0,34.0,4.7,0.374,0.637,0.784,2.6,15.9,0.63,0.405,0.211,11.4,6.1,0.7,6.7,19.3,1.3,2.1,2.5,-0.02,3.5,100.5,0.555,12.7,25.0,0.184,0.52,10.4,77.8,0.175,0,0
Bruce Brown,DEN,SF,2023,0,26.0,3.2,0.358,0.548,0.758,2.4,11.5,0.571,0.343,0.206,8.3,15.7,1.9,2.0,17.8,0.6,-0.5,0.9,-0.29,3.4,98.1,0.573,13.1,24.8,0.194,0.543,12.2,76.4,0.201,0,0
Bruno Fernando,2TM,C,2023,0,24.0,0.1,0.0,0.546,0.7,1.9,3.9,0.5665,0.345,0.2644999999999999,18.6,10.8,0.7,8.1,16.3,0.7,-2.0,0.0,0.13,-3.8,99.85,0.5285,12.6,27.65,0.2075,0.558,12.1,75.8,0.212,0,0
Bryce McGowens,CHO,SG,2023,0,20.0,1.7,0.325,0.443,0.75,1.0,5.3,0.519,0.396,0.396,6.3,9.1,0.9,0.7,15.0,-1.4,-6.0,-0.8,0.35,-6.1,100.8,0.516,12.3,23.8,0.195,0.544,12.5,75.5,0.211,0,0
Bryn Forbes,MIN,SG,2023,0,29.0,1.8,0.304,0.432,1.0,0.9,3.6,0.497,0.554,0.181,3.1,8.2,1.2,0.7,16.2,-1.5,-6.3,-0.3,-0.18,-0.1,101.0,0.56,13.6,21.5,0.205,0.54,13.3,74.3,0.225,0,0
Buddy Boeheim,DET,SF,2023,0,23.0,2.5,0.16,0.5,1.0,0.6,1.6,0.287,0.926,0.074,3.7,5.8,1.1,0.0,13.2,-2.0,-9.5,-0.2,0.49,-8.2,99.0,0.52,13.3,24.9,0.227,0.557,11.9,74.0,0.231,0,0
Buddy Hield,IND,SF,2023,0,30.0,8.5,0.425,0.518,0.822,2.0,16.8,0.614,0.652,0.124,8.9,13.3,1.8,0.9,20.8,-0.6,1.9,2.4,0.28,-3.1,101.1,0.545,13.0,23.4,0.209,0.554,13.0,72.2,0.229,0,0
CJ McCollum,NOP,PG,2023,0,31.0,7.2,0.389,0.469,0.769,2.0,20.9,0.541,0.404,0.177,7.0,25.1,1.3,1.4,26.4,-0.7,0.8,1.9,-0.26,1.9,99.1,0.543,12.9,24.7,0.221,0.543,13.4,77.4,0.212,0,0
Cade Cunningham,DET,PG,2023,0,21.0,5.1,0.279,0.466,0.837,2.8,19.9,0.492,0.272,0.192,10.3,30.7,1.2,1.5,30.0,-0.6,-0.7,0.1,0.49,-8.2,99.0,0.52,13.3,24.9,0.227,0.557,11.9,74.0,0.231,0,0
Caleb Houstan,ORL,SF,2023,0,20.0,2.7,0.338,0.435,0.833,1.2,3.8,0.508,0.747,0.099,6.9,4.9,0.7,0.8,11.0,-0.9,-4.0,-0.4,0.17,-2.6,99.3,0.532,13.4,23.8,0.227,0.55,13.1,77.7,0.211,0,0
Caleb Martin,MIA,SF,2023,0,27.0,3.3,0.356,0.545,0.805,2.0,9.6,0.571,0.431,0.206,9.7,8.2,1.7,1.5,14.4,0.5,-1.2,0.4,0.18,-0.3,96.3,0.53,12.4,22.8,0.224,0.561,14.5,77.7,0.198,0,0
Cam Reddish,2TM,SF,2023,0,23.0,3.6,0.313,0.56,0.853,1.8,9.7,0.583,0.4065,0.287,5.0,8.1,1.9,1.3,17.1,-0.8,-3.4,-0.4,0.055,-0.5,97.85,0.545,12.25,25.35,0.2235,0.5495,11.75,76.0,0.2135,0,0
Cam Thomas,BRK,SG,2023,0,21.0,2.3,0.383,0.464,0.868,1.0,10.6,0.567,0.292,0.382,5.6,12.7,1.0,0.6,27.8,-2.0,-2.7,-0.2,0.18,0.9,98.3,0.562,12.7,19.6,0.208,0.53,12.2,73.7,0.212,0,0
Cameron Johnson,2TM,PF,2023,0,26.0,6.1,0.404,0.548,0.842,2.0,15.5,0.584,0.3795,0.2505,8.6,9.6,2.0,1.0,20.6,0.6,2.6,1.4,0.095,1.5,98.25,0.5485,12.35,23.1,0.1995,0.531,12.55,74.85,0.223,0,0
Cameron Payne,PHO,PG,2023,0,28.0,3.9,0.368,0.448,0.766,1.8,10.3,0.512,0.408,0.141,6.1,32.6,1.7,0.7,24.8,-0.7,-1.2,0.2,0.01,2.1,98.2,0.535,12.0,26.6,0.191,0.532,12.9,76.0,0.234,0,0
Caris LeVert,CLE,SG,2023,0,28.0,4.4,0.392,0.462,0.722,2.3,12.1,0.546,0.437,0.243,7.4,18.0,1.6,1.0,18.7,0.8,-0.2,1.0,-0.15,5.5,95.7,0.556,12.3,23.6,0.206,0.535,14.4,76.3,0.21,0,0
Carlik Jones,CHI,PG,2023,0,25.0,0.9,0.5,0.333,0.625,0.3,2.9,0.54,0.4,0.533,5.1,13.9,1.7,0.0,16.2,0.4,-2.5,0.0,0.07,1.3,98.5,0.55,12.2,20.1,0.203,0.544,13.5,77.8,0.197,0,0
Cedi Osman,CLE,SF,2023,0,27.0,4.1,0.372,0.564,0.694,1.6,8.7,0.579,0.589,0.204,6.7,10.6,1.1,0.7,18.2,0.2,-0.7,0.5,-0.15,5.5,95.7,0.556,12.3,23.6,0.206,0.535,14.4,76.3,0.21,0,0
Chance Comanche,POR,C,2023,0,26.0,0.0,0.0,0.6,0.25,0.0,7.0,0.518,0.0,0.8,8.2,0.0,0.0,4.2,14.0,-4.9,-7.5,0.0,0.05,-4.0,98.6,0.549,13.1,22.4,0.23,0.563,12.1,74.9,0.217,0,0
Charles Bassey,SAS,C,2023,0,22.0,0.2,0.375,0.661,0.595,2.1,5.7,0.658,0.059,0.274,20.7,13.2,1.5,5.4,15.6,1.3,0.7,0.3,0.22,-9.8,101.6,0.525,13.0,25.6,0.17,0.576,12.0,74.9,0.201,0,0
Chima Moneke,SAC,SF,2023,0,27.0,0.0,0.0,0.5,0.0,1.0,1.0,0.347,0.0,1.0,14.3,16.1,0.0,0.0,26.2,-8.0,-20.7,0.0,-0.35,2.6,100.3,0.572,12.0,22.7,0.225,0.563,12.6,77.2,0.203,0,0
Chimezie Metu,SAC,PF,2023,0,25.0,0.6,0.237,0.663,0.74,1.2,4.9,0.639,0.174,0.333,16.4,8.1,1.5,2.7,17.6,0.2,-0.1,0.3,-0.35,2.6,100.3,0.572,12.0,22.7,0.225,0.563,12.6,77.2,0.203,0,0
Chris Boucher,TOR,PF,2023,0,30.0,2.5,0.328,0.585,0.762,1.9,9.4,0.59,0.357,0.318,15.7,2.7,1.5,4.1,18.0,-0.8,-0.1,0.7,0.12,1.5,97.1,0.517,10.3,27.8,0.201,0.565,15.3,76.7,0.223,0,0
Chris Duarte,IND,SF,2023,0,25.0,3.8,0.316,0.428,0.847,1.4,7.9,0.496,0.523,0.216,7.1,9.7,1.3,0.9,19.0,-1.6,-4.5,-0.6,0.28,-3.1,101.1,0.545,13.0,23.4,0.209,0.554,13.0,72.2,0.229,0,0
Chris Paul,PHO,PG,2023,0,37.0,4.4,0.375,0.482,0.831,2.1,13.9,0.555,0.391,0.24,7.4,38.7,2.4,1.0,19.2,1.2,3.2,2.5,0.01,2.1,98.2,0.535,12.0,26.6,0.191,0.532,12.9,76.0,0.234,0,0
Chris Silva,DAL,PF,2023,0,26.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,-0.1,-22.6,0.0,-0.22,0.1,96.6,0.565,11.4,18.0,0.225,0.549,11.9,75.5,0.226,0,0
Christian Braun,DEN,SG,2023,0,21.0,1.3,0.354,0.565,0.625,1.3,4.7,0.568,0.332,0.221,8.8,6.4,1.7,1.3,13.0,0.1,-2.4,-0.1,-0.29,3.4,98.1,0.573,13.1,24.8,0.194,0.543,12.2,76.4,0.201,0,0
Christian Koloko,TOR,C,2023,0,22.0,0.2,0.083,0.514,0.627,2.2,3.1,0.517,0.08,0.393,12.1,5.0,1.3,6.9,10.4,0.8,-3.5,-0.3,0.12,1.5,97.1,0.517,10.3,27.8,0.201,0.565,15.3,76.7,0.223,0,0
Christian Wood,DAL,C,2023,0,27.0,4.2,0.376,0.594,0.772,2.5,16.6,0.624,0.363,0.365,16.4,11.7,0.9,3.7,26.4,-0.3,1.7,1.6,-0.22,0.1,96.6,0.565,11.4,18.0,0.225,0.549,11.9,75.5,0.226,0,0
Chuma Okeke,ORL,SF,2023,0,24.0,3.2,0.302,0.472,0.762,1.5,4.7,0.488,0.705,0.172,10.5,9.4,1.8,2.1,12.3,0.8,-1.6,0.1,0.17,-2.6,99.3,0.532,13.4,23.8,0.227,0.55,13.1,77.7,0.211,0,0
Clint Capela,ATL,C,2023,0,28.0,0.0,0.0,0.654,0.603,2.1,12.0,0.656,0.002,0.244,22.7,4.7,1.2,3.9,15.7,-0.1,2.2,1.8,0.02,0.3,100.7,0.541,11.2,25.1,0.2,0.552,12.4,75.8,0.206,0,0
Coby White,CHI,SG,2023,0,22.0,4.6,0.372,0.54,0.871,1.6,9.7,0.572,0.579,0.118,6.9,16.3,1.5,0.3,17.9,0.2,-0.8,0.5,0.07,1.3,98.5,0.55,12.2,20.1,0.203,0.544,13.5,77.8,0.197,0,0
Cody Martin,CHO,SF,2023,0,27.0,2.0,0.214,0.5,0.571,1.9,5.0,0.448,0.389,0.194,9.5,11.0,1.4,0.6,12.9,-0.8,-4.6,-0.1,0.35,-6.1,100.8,0.516,12.3,23.8,0.195,0.544,12.5,75.5,0.211,0,0
Cody Zeller,MIA,C,2023,0,30.0,0.1,0.0,0.649,0.686,2.2,6.5,0.659,0.034,0.593,17.3,7.2,0.7,1.9,18.1,-0.7,-2.8,0.0,0.18,-0.3,96.3,0.53,12.4,22.8,0.224,0.561,14.5,77.7,0.198,0,0
Cole Anthony,ORL,PG,2023,0,22.0,3.4,0.364,0.5,0.894,2.6,13.0,0.57,0.338,0.279,10.5,22.9,1.2,1.9,21.5,0.5,1.3,1.3,0.17,-2.6,99.3,0.532,13.4,23.8,0.227,0.55,13.1,77.7,0.211,0,0
Cole Swider,LAL,SF,2023,0,23.0,1.1,0.375,0.0,0.0,0.4,1.3,0.5,0.889,0.0,9.1,12.0,0.0,0.0,9.3,-0.5,-3.4,0.0,-0.15,0.6,101.3,0.542,12.3,22.8,0.232,0.535,10.9,76.3,0.171,0,0
Collin Sexton,UTA,PG,2023,0,24.0,2.5,0.393,0.546,0.819,2.3,14.3,0.616,0.261,0.425,5.0,17.9,1.1,0.4,23.4,-1.5,-1.3,0.2,-0.09,-0.9,100.5,0.547,13.3,26.8,0.209,0.541,10.9,75.2,0.205,0,0
Corey Kispert,WAS,SF,2023,0,23.0,5.2,0.424,0.637,0.852,1.3,11.1,0.657,0.656,0.15,5.5,5.7,0.7,0.4,14.1,-1.4,-1.5,0.2,0.15,-1.2,98.6,0.55,12.7,22.6,0.202,0.54,11.0,76.1,0.194,0,0
Cory Joseph,DET,PG,2023,0,31.0,2.9,0.389,0.468,0.792,1.4,6.9,0.558,0.513,0.205,4.8,25.4,1.3,0.6,15.2,-0.8,-1.5,0.2,0.49,-8.2,99.0,0.52,13.3,24.9,0.227,0.557,11.9,74.0,0.231,0,0
D'Angelo Russell,2TM,PG,2023,0,26.0,6.9,0.396,0.548,0.829,2.0,17.8,0.587,0.366,0.285,5.2,27.4,1.4,1.1,22.7,-0.7,1.5,2.0,-0.1649999999999999,0.25,101.15,0.551,12.95,22.15,0.2185,0.5375000000000001,12.1,75.3,0.198,0,0
Daishen Nix,HOU,PG,2023,0,20.0,2.5,0.286,0.423,0.667,1.0,4.0,0.447,0.591,0.152,5.9,19.2,1.6,0.7,15.4,-1.5,-6.5,-1.0,0.24,-7.9,99.0,0.516,14.0,30.2,0.215,0.564,11.8,75.8,0.218,0,0
Dalano Banton,TOR,PG,2023,0,23.0,1.6,0.294,0.506,0.708,1.1,4.6,0.505,0.392,0.185,9.1,19.3,2.3,4.5,24.2,0.6,-0.5,0.1,0.12,1.5,97.1,0.517,10.3,27.8,0.201,0.565,15.3,76.7,0.223,0,0
Dalen Terry,CHI,SG,2023,0,20.0,0.7,0.259,0.556,0.667,0.6,2.2,0.523,0.375,0.292,9.8,14.1,2.5,2.3,18.4,1.7,0.0,0.1,0.07,1.3,98.5,0.55,12.2,20.1,0.203,0.544,13.5,77.8,0.197,0,0
Damian Jones,2TM,C,2023,0,27.0,0.4,0.588,0.652,0.759,1.3,3.5,0.583,0.386,0.282,13.8,4.1,0.8,3.7,10.7,0.3,-1.7,0.0,-0.12,-0.15,100.9,0.5445,12.8,24.8,0.2205,0.538,10.9,75.75,0.188,0,0
Damian Lillard,POR,PG,2023,3,32.0,11.3,0.371,0.574,0.914,1.9,32.2,0.645,0.547,0.464,7.6,35.0,1.2,0.8,33.8,-1.2,7.1,4.9,0.05,-4.0,98.6,0.549,13.1,22.4,0.23,0.563,12.1,74.9,0.217,2,0
Damion Lee,PHO,SG,2023,0,30.0,3.3,0.445,0.439,0.904,1.6,8.2,0.607,0.546,0.23,8.3,8.9,1.0,0.4,16.3,-0.4,-1.7,0.1,0.01,2.1,98.2,0.535,12.0,26.6,0.191,0.532,12.9,76.0,0.234,0,0
Daniel Gafford,WAS,C,2023,0,24.0,0.0,0.0,0.732,0.679,2.4,9.0,0.739,0.0,0.473,15.0,7.5,1.0,5.2,15.2,0.6,1.0,1.2,0.15,-1.2,98.6,0.55,12.7,22.6,0.202,0.54,11.0,76.1,0.194,0,0
Daniel Theis,IND,C,2023,0,30.0,1.6,0.182,0.576,0.417,1.0,7.0,0.497,0.25,0.273,11.2,12.2,0.9,4.7,20.1,-0.5,-1.4,0.0,0.28,-3.1,101.1,0.545,13.0,23.4,0.209,0.554,13.0,72.2,0.229,0,0
Danny Green,2TM,SG,2023,0,35.0,3.4,0.432,0.5,1.0,1.5,5.5,0.58,0.3715,0.2615,5.8,6.1,2.2,2.0,18.9,0.2,-1.9,0.0,-0.245,4.7,98.4,0.548,12.0,25.05,0.198,0.5305,13.75,76.1,0.208,0,0
Danuel House Jr.,PHI,SF,2023,0,29.0,2.0,0.336,0.644,0.75,1.2,4.8,0.6,0.558,0.305,6.9,7.5,0.9,1.0,13.8,-0.5,-3.0,-0.2,0.06,4.4,96.9,0.563,12.6,21.6,0.25,0.541,13.0,77.2,0.217,0,0
Dario Šarić,2TM,C,2023,0,28.0,2.0,0.391,0.506,0.829,1.7,6.4,0.57,0.3655,0.2485,14.1,12.7,1.2,0.8,19.2,0.1,-1.4,0.1,-0.055,1.55,99.65,0.533,11.6,25.65,0.199,0.5395000000000001,13.65,74.45,0.228,0,0
Darius Bazley,2TM,C,2023,0,22.0,1.2,0.377,0.485,0.543,1.0,5.2,0.57,0.3655,0.2485,12.1,8.3,1.7,5.1,16.4,1.0,-1.0,0.2,-0.055,1.55,99.65,0.533,11.6,25.65,0.199,0.5395000000000001,13.65,74.45,0.228,0,0
Darius Days,HOU,SF,2023,0,23.0,2.5,0.3,1.0,1.0,0.5,3.8,0.582,0.833,0.167,13.2,6.2,0.0,3.9,21.4,-1.2,3.5,0.0,0.24,-7.9,99.0,0.516,14.0,30.2,0.215,0.564,11.8,75.8,0.218,0,0
Darius Garland,CLE,PG,2023,0,23.0,6.0,0.41,0.492,0.863,2.1,21.6,0.587,0.365,0.284,4.5,34.1,1.7,0.3,26.9,-0.7,2.4,2.7,-0.15,5.5,95.7,0.556,12.3,23.6,0.206,0.535,14.4,76.3,0.21,0,0
David Duke Jr.,BRK,SG,2023,0,23.0,0.5,0.083,0.53,0.706,1.3,3.7,0.497,0.154,0.218,7.1,13.1,2.1,0.4,20.1,-1.0,-7.3,-0.3,0.18,0.9,98.3,0.562,12.7,19.6,0.208,0.53,12.2,73.7,0.212,0,0
David Roddy,MEM,PF,2023,0,21.0,3.0,0.307,0.553,0.631,1.5,6.7,0.519,0.505,0.155,8.1,6.1,1.1,1.4,16.7,-0.7,-3.9,-0.6,-0.34,3.9,101.1,0.54,11.7,26.5,0.19,0.526,13.1,75.9,0.206,0,0
Davion Mitchell,SAC,PG,2023,0,24.0,2.5,0.32,0.584,0.806,1.4,5.6,0.545,0.494,0.078,4.1,16.5,1.5,0.9,14.1,-0.4,-2.8,-0.3,-0.35,2.6,100.3,0.572,12.0,22.7,0.225,0.563,12.6,77.2,0.203,0,0
Davon Reed,2TM,SG,2023,0,27.0,1.1,0.37,0.289,0.667,0.9,2.1,0.5914999999999999,0.356,0.279,9.9,8.2,2.1,1.0,14.5,0.0,-5.3,-0.3,-0.2199999999999999,2.0,99.7,0.5575,12.7,23.8,0.213,0.539,11.55,76.35,0.186,0,0
Day'Ron Sharpe,BRK,C,2023,0,21.0,0.2,0.545,0.544,0.636,1.9,4.7,0.581,0.064,0.322,20.4,9.7,1.3,5.0,19.0,-0.6,-2.3,0.0,0.18,0.9,98.3,0.562,12.7,19.6,0.208,0.53,12.2,73.7,0.212,0,0
De'Aaron Fox,SAC,PG,2023,3,25.0,5.0,0.324,0.584,0.78,2.4,25.0,0.599,0.276,0.331,7.2,29.6,1.6,0.8,30.1,-0.9,2.5,2.7,-0.35,2.6,100.3,0.572,12.0,22.7,0.225,0.563,12.6,77.2,0.203,0,0
De'Andre Hunter,ATL,SF,2023,0,25.0,4.3,0.35,0.521,0.826,3.0,15.4,0.563,0.348,0.252,7.3,6.0,0.8,0.7,19.7,-1.4,-3.3,-0.7,0.02,0.3,100.7,0.541,11.2,25.1,0.2,0.552,12.4,75.8,0.206,0,0
De'Anthony Melton,PHI,SG,2023,0,24.0,5.2,0.39,0.484,0.793,2.5,10.1,0.566,0.619,0.134,8.6,12.9,2.9,1.8,16.4,1.6,0.9,1.6,0.06,4.4,96.9,0.563,12.6,21.6,0.25,0.541,13.0,77.2,0.217,0,0
DeAndre Jordan,DEN,C,2023,0,34.0,0.0,1.0,0.763,0.458,1.8,5.1,0.731,0.009,0.417,19.8,7.7,1.0,3.5,13.7,0.7,-1.8,0.0,-0.29,3.4,98.1,0.573,13.1,24.8,0.194,0.543,12.2,76.4,0.201,0,0
DeMar DeRozan,CHI,SF,2023,0,33.0,1.9,0.324,0.526,0.872,2.5,24.5,0.592,0.109,0.401,7.2,22.3,1.5,1.3,27.8,0.3,2.0,2.6,0.07,1.3,98.5,0.55,12.2,20.1,0.203,0.544,13.5,77.8,0.197,0,0
Dean Wade,CLE,PF,2023,0,26.0,2.9,0.354,0.56,0.652,2.0,4.7,0.55,0.718,0.13,9.9,5.4,1.6,2.2,10.2,2.1,-0.7,0.3,-0.15,5.5,95.7,0.556,12.3,23.6,0.206,0.535,14.4,76.3,0.21,0,0
Deandre Ayton,PHO,C,2023,0,24.0,0.4,0.292,0.597,0.76,2.8,18.0,0.617,0.027,0.225,18.1,9.2,0.9,2.3,22.9,0.0,0.9,1.5,0.01,2.1,98.2,0.535,12.0,26.6,0.191,0.532,12.9,76.0,0.234,0,0
Dejounte Murray,ATL,SG,2023,0,26.0,5.2,0.344,0.514,0.832,1.4,20.5,0.54,0.293,0.144,7.9,24.0,2.0,0.6,24.4,0.0,1.0,2.1,0.02,0.3,100.7,0.541,11.2,25.1,0.2,0.552,12.4,75.8,0.206,0,0
Delon Wright,WAS,PG,2023,0,30.0,2.4,0.345,0.564,0.867,1.2,7.4,0.581,0.409,0.206,8.2,20.9,3.7,1.2,12.9,3.1,3.4,1.7,0.15,-1.2,98.6,0.55,12.7,22.6,0.202,0.54,11.0,76.1,0.194,0,0
Deni Avdija,WAS,SF,2023,0,22.0,3.1,0.297,0.53,0.739,2.8,9.2,0.535,0.401,0.285,13.4,13.9,1.6,1.2,16.7,0.5,-2.3,-0.1,0.15,-1.2,98.6,0.55,12.7,22.6,0.202,0.54,11.0,76.1,0.194,0,0
Dennis Schröder,LAL,PG,2023,0,29.0,3.4,0.329,0.461,0.857,2.2,12.6,0.545,0.346,0.388,4.4,20.1,1.2,0.4,18.6,-0.5,-2.9,-0.4,-0.15,0.6,101.3,0.542,12.3,22.8,0.232,0.535,10.9,76.3,0.171,1,0
Dennis Smith Jr.,CHO,PG,2023,0,25.0,2.1,0.216,0.475,0.736,2.3,8.8,0.475,0.246,0.235,6.4,26.1,2.6,1.6,17.6,1.2,-2.2,-0.1,0.35,-6.1,100.8,0.516,12.3,23.8,0.195,0.544,12.5,75.5,0.211,0,0
Deonte Burton,SAC,PF,2023,0,29.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,14.3,-10.4,-24.2,0.0,-0.35,2.6,100.3,0.572,12.0,22.7,0.225,0.563,12.6,77.2,0.203,0,0
